dealerID,carID,sellDate,price,warrantyPeriod,paymentMethod
287,483,2024-04-29,320118,36,Cash
161,383,2023-11-17,359889,60,Credit Card
612,637,2023-09-19,25937,60,Credit Card
325,115,2022-10-16,405353,60,Lease
702,182,2024-05-20,194656,60,Credit Card
815,743,2024-08-14,477606,48,Trade-In
807,434,2024-01-04,476245,48,Trade-In
922,957,2023-02-24,446426,12,Credit Card
356,578,2023-01-18,414857,48,Lease
910,411,2023-04-23,337846,48,Credit Card
623,29,2023-06-20,94907,48,Cash
194,959,2024-10-05,457100,48,Trade-In
183,71,2023-06-09,430934,24,Cash
548,637,2024-02-04,260944,60,Cash
723,773,2024-07-24,397982,12,Trade-In
293,62,2024-07-21,364696,12,Trade-In
852,82,2023-08-13,380467,24,Trade-In
126,905,2024-08-26,424602,48,Financing
298,389,2023-08-01,63408,60,Cash
866,616,2024-02-18,241639,12,Lease
562,439,2024-05-08,405423,36,Credit Card
52,837,2022-12-18,136800,48,Credit Card
844,947,2023-04-28,444526,60,Lease
647,960,2023-12-13,204048,12,Credit Card
486,681,2024-09-20,227634,48,Financing
158,526,2023-01-09,482918,36,Financing
217,697,2024-04-03,159535,48,Financing
363,560,2024-03-19,177256,60,Credit Card
230,436,2024-10-09,333494,36,Trade-In
752,87,2023-04-16,444338,48,Trade-In
655,940,2023-09-18,472529,12,Lease
475,602,2023-06-21,241347,60,Cash
693,971,2023-04-03,41820,12,Lease
965,854,2022-11-18,488841,12,Financing
160,422,2023-02-04,486139,12,Credit Card
504,459,2023-03-15,9185,12,Credit Card
519,109,2023-09-25,27528,48,Trade-In
758,248,2023-08-29,238407,48,Financing
579,256,2023-04-14,339951,24,Credit Card
418,819,2024-04-02,191317,36,Credit Card
629,26,2024-01-28,294413,24,Credit Card
966,478,2023-10-01,204925,24,Lease
905,421,2024-09-23,110898,36,Cash
463,901,2022-12-13,451029,24,Credit Card
888,702,2022-12-30,123703,48,Trade-In
741,83,2023-03-30,418991,36,Lease
255,266,2024-01-10,305509,48,Financing
233,94,2024-09-11,200009,24,Cash
530,473,2022-12-06,20633,36,Trade-In
826,671,2023-11-03,405580,60,Financing
249,377,2023-10-28,341971,36,Lease
707,883,2024-05-26,141018,48,Cash
276,893,2024-04-23,298931,12,Financing
528,188,2024-04-04,361681,60,Financing
176,123,2023-06-18,28524,36,Credit Card
307,823,2024-05-01,255479,60,Cash
887,714,2024-07-30,122237,24,Lease
912,850,2024-03-30,373721,24,Cash
101,278,2023-07-23,383944,24,Lease
427,249,2023-10-14,360265,60,Credit Card
451,545,2023-02-11,46819,60,Cash
253,73,2024-08-12,264601,36,Trade-In
393,658,2024-06-25,47793,36,Credit Card
753,669,2023-10-31,88849,60,Credit Card
732,62,2023-05-13,377646,12,Lease
811,386,2024-04-20,496306,24,Trade-In
877,963,2023-12-24,91005,36,Financing
690,866,2022-12-08,195585,36,Financing
412,405,2024-08-12,143630,48,Cash
859,579,2022-11-15,47175,12,Lease
705,386,2023-10-01,110378,48,Cash
434,725,2023-04-04,180142,24,Credit Card
808,568,2023-05-13,139433,12,Financing
417,579,2024-03-21,119860,24,Lease
888,517,2023-05-15,439733,12,Credit Card
373,93,2023-11-01,449488,12,Trade-In
367,406,2023-05-30,318335,48,Lease
428,118,2022-12-16,106045,12,Credit Card
291,538,2022-12-19,461402,24,Credit Card
438,437,2023-09-28,150538,36,Lease
788,448,2023-02-06,37299,48,Financing
218,455,2023-08-24,239250,36,Lease
448,786,2024-02-01,56996,60,Cash
733,106,2023-08-15,361035,36,Lease
667,825,2023-10-27,370278,60,Trade-In
794,852,2022-11-25,78527,60,Credit Card
949,588,2024-01-27,46107,60,Trade-In
560,305,2023-08-07,158265,48,Cash
81,939,2024-01-01,87524,24,Cash
643,398,2023-06-12,358364,36,Financing
808,434,2023-04-06,223994,36,Credit Card
483,890,2023-05-27,386952,60,Trade-In
193,540,2023-10-05,273363,36,Lease
331,64,2024-06-11,448331,48,Cash
163,581,2023-03-14,381700,24,Cash
676,486,2024-03-02,88478,12,Cash
609,23,2023-01-19,76482,24,Lease
449,57,2023-09-21,200739,24,Financing
342,998,2023-06-20,245704,48,Trade-In
569,55,2023-01-01,320997,12,Financing
175,422,2024-06-22,365991,36,Trade-In
949,148,2024-06-24,343420,60,Trade-In
347,776,2022-12-09,29479,36,Cash
121,414,2024-01-04,41364,48,Cash
248,659,2023-03-03,396023,60,Credit Card
108,534,2023-08-12,116653,12,Financing
264,184,2024-01-13,31059,12,Lease
817,899,2024-03-31,493213,12,Cash
933,186,2024-01-22,497838,48,Credit Card
159,769,2023-02-28,355855,36,Credit Card
963,384,2023-04-20,337356,36,Trade-In
605,150,2023-11-27,376984,60,Credit Card
636,914,2024-01-21,318725,36,Cash
948,30,2023-09-02,490496,36,Lease
290,410,2023-07-31,476314,12,Financing
981,119,2023-09-20,31241,36,Trade-In
967,122,2024-06-27,422841,48,Trade-In
53,766,2024-05-27,272398,36,Lease
759,344,2023-01-14,296523,60,Lease
855,901,2023-05-31,31259,24,Financing
113,891,2024-07-17,128610,60,Credit Card
288,908,2023-12-12,326745,60,Cash
287,823,2023-04-27,152150,36,Trade-In
463,792,2023-06-15,463033,12,Financing
764,692,2024-02-27,197664,48,Lease
237,613,2023-01-11,347795,48,Lease
811,166,2023-09-19,358563,48,Credit Card
871,246,2023-02-28,67990,12,Financing
421,507,2023-01-11,255491,36,Lease
234,480,2024-04-11,342799,24,Cash
175,356,2024-05-13,466858,60,Lease
627,719,2024-02-02,194522,24,Cash
989,970,2024-03-13,478293,12,Financing
649,163,2023-06-29,486295,36,Trade-In
376,572,2022-11-16,352336,24,Credit Card
366,157,2023-12-03,35061,24,Cash
58,738,2023-10-05,124053,12,Lease
64,464,2023-03-07,426446,48,Lease
303,107,2023-01-04,199066,24,Credit Card
513,596,2023-03-02,117790,36,Lease
266,665,2023-05-14,398571,36,Financing
340,550,2024-03-31,360718,36,Cash
269,44,2023-07-10,222558,12,Cash
353,679,2024-06-21,116480,24,Trade-In
823,392,2023-02-15,439068,12,Trade-In
5,6,2022-12-07,383938,24,Financing
528,363,2024-06-04,458042,12,Trade-In
316,47,2022-12-20,136029,24,Financing
344,683,2023-02-10,475204,36,Credit Card
977,36,2024-01-20,278074,36,Financing
491,836,2024-05-30,316156,36,Cash
822,125,2024-10-01,161160,60,Lease
605,780,2024-07-06,219305,12,Cash
385,806,2024-05-29,245494,24,Credit Card
261,66,2023-12-13,43347,48,Cash
697,89,2024-06-08,463612,48,Cash
631,359,2022-12-20,308635,60,Cash
780,665,2024-02-06,385165,60,Credit Card
240,778,2023-01-06,391903,60,Financing
501,319,2024-04-02,42400,48,Cash
939,451,2024-03-06,333161,24,Lease
397,185,2023-04-16,350947,36,Trade-In
88,801,2023-10-31,428329,60,Lease
857,127,2024-10-06,210206,12,Credit Card
136,945,2022-11-30,413756,60,Trade-In
515,237,2024-05-01,416591,48,Trade-In
721,388,2022-11-01,143479,12,Financing
814,957,2023-09-23,293309,12,Credit Card
751,628,2024-05-18,264611,36,Lease
989,544,2023-02-12,362845,48,Cash
229,603,2023-03-23,92141,36,Lease
75,700,2024-10-07,485532,60,Lease
741,300,2023-12-27,285014,60,Trade-In
158,214,2024-04-06,158945,24,Credit Card
429,984,2024-03-01,283353,48,Lease
295,695,2023-03-10,302867,12,Financing
391,707,2024-01-29,194534,24,Lease
629,739,2024-01-13,163504,12,Financing
626,831,2024-08-12,117448,24,Lease
771,288,2022-12-12,385073,24,Financing
878,332,2024-02-04,407122,36,Credit Card
695,891,2024-05-19,330323,36,Credit Card
436,635,2023-05-19,419299,36,Trade-In
997,213,2023-01-21,102818,60,Cash
550,401,2024-03-31,374478,36,Lease
560,632,2023-03-04,197909,24,Financing
655,989,2024-03-31,214140,60,Lease
173,991,2022-12-19,202384,48,Trade-In
403,123,2023-03-03,74106,12,Lease
535,338,2023-04-30,455955,24,Financing
980,796,2023-03-17,31935,24,Cash
250,785,2024-03-29,153331,24,Credit Card
728,760,2024-03-30,73204,12,Trade-In
998,418,2022-10-26,410523,60,Trade-In
578,16,2024-02-25,448663,48,Lease
902,85,2024-03-27,429061,36,Lease
724,486,2024-10-04,253033,36,Financing
848,820,2023-10-02,24846,60,Lease
558,18,2023-05-14,123183,48,Cash
259,418,2024-07-30,391429,12,Credit Card
936,701,2023-05-22,498174,24,Cash
332,737,2022-10-28,299910,60,Financing
641,753,2022-12-13,140129,36,Financing
513,220,2024-06-08,232088,36,Cash
265,912,2024-07-18,128084,48,Credit Card
120,307,2022-10-17,124972,12,Financing
803,488,2023-05-07,183956,12,Cash
680,868,2024-04-05,130507,12,Credit Card
206,710,2023-09-27,484493,60,Credit Card
1,233,2024-10-01,411246,48,Financing
507,969,2022-11-04,302359,48,Lease
351,12,2023-04-12,239301,24,Financing
646,840,2024-02-02,499685,48,Cash
346,243,2023-04-13,223196,48,Trade-In
930,701,2024-09-11,164367,60,Financing
740,581,2023-06-22,377621,12,Trade-In
933,768,2023-04-02,25641,12,Trade-In
457,549,2023-02-28,194182,36,Financing
917,429,2024-03-14,257191,48,Cash
268,783,2023-03-07,359887,12,Credit Card
479,360,2023-01-12,26266,12,Financing
800,458,2024-05-24,262126,60,Trade-In
966,352,2023-04-08,369948,12,Trade-In
939,212,2023-04-14,52948,24,Cash
387,88,2023-10-09,28139,48,Lease
458,649,2024-07-16,35316,60,Financing
295,327,2023-04-21,41872,60,Trade-In
189,226,2023-04-17,249515,12,Financing
541,725,2024-08-22,102692,12,Trade-In
737,848,2023-05-29,421223,24,Trade-In
400,842,2023-11-04,257417,24,Cash
787,752,2024-05-06,452465,36,Credit Card
755,198,2024-05-23,89127,48,Lease
882,608,2023-08-06,141411,60,Financing
144,454,2024-05-22,34407,60,Lease
860,294,2024-02-15,127143,12,Cash
309,142,2023-07-26,199028,48,Trade-In
284,631,2024-08-17,207395,36,Lease
528,924,2024-09-14,180265,24,Cash
456,339,2024-05-13,427820,12,Cash
378,613,2022-10-23,335198,24,Trade-In
257,695,2023-04-26,290700,48,Financing
729,157,2024-08-13,32148,48,Credit Card
359,964,2022-12-31,166072,12,Financing
17,969,2024-02-26,53720,24,Financing
610,492,2024-10-04,436421,12,Financing
527,774,2023-11-08,67453,36,Cash
230,344,2023-04-16,216479,12,Financing
777,757,2024-05-23,454014,24,Credit Card
858,310,2022-11-16,101840,24,Credit Card
993,60,2022-12-20,486630,36,Financing
83,236,2023-02-24,368192,36,Cash
360,975,2023-07-07,376095,36,Cash
205,716,2023-03-05,45178,48,Financing
645,410,2023-01-28,478686,12,Trade-In
576,158,2024-01-17,50884,60,Cash
497,408,2024-02-04,384513,24,Cash
428,812,2022-12-23,320664,48,Financing
255,542,2024-09-15,199818,48,Cash
819,599,2023-09-06,292796,12,Credit Card
727,539,2023-07-23,29066,24,Credit Card
692,753,2022-12-16,337159,24,Trade-In
288,309,2023-06-25,302983,12,Credit Card
601,187,2022-12-22,451205,24,Lease
553,259,2023-06-17,156293,12,Credit Card
477,306,2024-06-14,51153,48,Lease
648,89,2023-09-18,207437,12,Lease
616,34,2022-11-30,165251,60,Financing
481,248,2023-09-01,486241,48,Credit Card
834,166,2023-08-04,197409,48,Credit Card
612,185,2023-11-12,492267,36,Credit Card
845,628,2023-06-28,49987,48,Trade-In
832,85,2023-01-07,171841,48,Credit Card
84,867,2024-02-17,98422,36,Trade-In
198,338,2024-09-15,240259,60,Trade-In
117,571,2023-09-01,41392,24,Lease
986,999,2022-11-10,429672,48,Cash
716,496,2022-10-10,239465,12,Trade-In
471,817,2024-05-04,146262,36,Credit Card
326,364,2023-01-31,52765,12,Credit Card
732,738,2023-05-09,44385,36,Lease
483,539,2023-04-12,252100,12,Financing
671,213,2023-02-21,366508,48,Trade-In
181,604,2023-07-19,162474,48,Cash
982,358,2023-05-12,206598,60,Credit Card
967,116,2023-03-08,433809,12,Trade-In
506,136,2022-10-17,364320,24,Lease
684,324,2023-12-01,38223,36,Credit Card
466,135,2023-11-28,405582,12,Trade-In
663,766,2023-05-24,475660,48,Lease
517,262,2024-02-07,89106,12,Financing
498,118,2024-06-25,351569,12,Lease
509,46,2023-04-07,320940,24,Cash
800,523,2023-03-16,197787,60,Credit Card
117,931,2024-01-23,28872,60,Lease
